SF	Word	Segmentation	Analysis	Freq
sɯfɑtɯɯn	sıfatının	sɯfɑt-ɯ-ɯn	Stem-p3s-gen	16
sɯrɯk	sırık	sɯrɯk	Stem	16
sɯrɯlsɯklɑm	sırılsıklam	sɯrɯlsɯklɑm	Stem	16
sɯrɑlɑmɑɯ	sıralamayı	sɯrɑ-lɑ-mɑ-ɯ	Stem-la-vn:inf-acc	16
sɯrɑlɑnɑrɑk	sıralanarak	sɯrɑ-lɑn-ɑrɑk	Stem-lan-cv:erek	16
sɯvɯɯɯn	sıvısının	sɯvɯ-ɯ-ɯn	Stem-p3s-gen	16
sɯvɯɯ	sıvıyı	sɯvɯ-ɯ	Stem-acc	16
sɯzmɑɯ	sızması	sɯz-mɑ-ɯ	Stem-vn:inf-p3s	16
søjlev	söylev	søjlev	Stem	16
søjleenlerin	söyleyenlerin	søjle-en-ler-in	Stem-part:pres-pl-gen	16
søzʤyklerden	sözcüklerden	søzʤyk-ler-den	Stem-pl-abl	16
sybvɑnsijon	sübvansiyon	sybvɑnsijon	Stem	16
sylys	sülüs	sylys	Stem	16
sypyrgelik	süpürgelik	sypyrge-lik	Stem-lik	16
syrykleip	sürükleyip	syrykle-ip	Stem-cv:ip	16
syryleriin	sürülerinin	syry-ler-i-in	Stem-pl-p3s-gen	16
syrymlerde	sürümlerde	syrym-ler-de	Stem-pl-loc	16
syspɑnsijonu	süspansiyonu	syspɑnsijon-u	Stem-p3s	16
sytte	sütte	syt-te	Stem-loc	16
sytunlɑrdɑ	sütunlarda	sytun-lɑr-dɑ	Stem-pl-loc	16
sɑɰlɑnmɑdɑn	sağlanmadan	sɑɰ-lɑn-mɑ-dɑn	Stem-lan-vn:inf-abl	16
sɑɰlɑnmɑ	sağlanmak	sɑɰ-lɑn-mɑ	Stem-lan-vn:inf	16
sɑɰlɑɯʤɯɑ	sağlayıcıya	sɑɰ-lɑ-ɯʤɯ-ɑ	Stem-la-yici-dat	16
sɑdɑkɑti	sadakati	sɑdɑkɑt-i	Stem-p3s	16
sɑfhɑlɑr	safhalar	sɑfhɑ-lɑr	Stem-pl	16
sɑhiller	sahiller	sɑhil-ler	Stem-pl	16
sɑhiplik	sahiplik	sɑhip-lik	Stem-lik	16
sɑirleri	sairleri	sɑir-ler-i	Stem-pl-p3s	16
sɑklɑnmɑ	saklanma	sɑk-lɑn-mɑ	Stem-lan-vn:inf	16
sɑlɑ	sala	sɑlɑ	Stem	16
sɑlgɯlɑnmɑɯ	salgılanması	sɑlgɯ-lɑn-mɑ-ɯ	Stem-lan-vn:inf-p3s	16
sɑnɯklɑrɑ	sanıklara	sɑnɯk-lɑr-ɑ	Stem-pl-dat	16
sɑndɯklɑrɯn	sandıkların	sɑndɯk-lɑr-ɯn	Stem-pl-gen	16
sɑndɯktɑn	sandıktan	sɑndɯk-tɑn	Stem-abl	16
sɑndɑljede	sandalyede	sɑndɑlje-de	Stem-loc	16
sɑnmɑ	sanma	sɑn-mɑ	Stem-vn:inf	16
sɑntrɑlde	santralde	sɑntrɑl-de	Stem-loc	16
sɑntrɑle	santrale	sɑntrɑl-e	Stem-dat	16
sɑpɑ	sapa	sɑpɑ	Stem	16
sɑptɑmɑlɑr	saptamalar	sɑptɑ-mɑ-lɑr	Stem-vn:inf-pl	16
sɑrɯɑ	sarıya	sɑrɯ-ɑ	Stem-dat	16
sɑrɑjlɑrɯ	sarayları	sɑrɑj-lɑr-ɯ	Stem-pl-p3s	16
sɑrmɑ	sarmak	sɑr-mɑ	Stem-vn:inf	16
sɑjɯlɑrdɑn	sayılardan	sɑjɯ-lɑr-dɑn	Stem-pl-abl	16
sɑjmɯzɯ	sayımızı	sɑj-mɯz-ɯ	Stem-p1p-acc	16
sɑjfɑm	sayfam	sɑjfɑ-m	Stem-p1s	16
sɑjfɑnɯzɑ	sayfanıza	sɑjfɑ-nɯz-ɑ	Stem-p2p-dat	16
seʧmenizi	seçmenizi	seʧ-me-niz-i	Stem-vn:inf-p2p-acc	16
seʧmenler	seçmenler	seʧmen-ler	Stem-pl	16
sekretermiz	sekreterimiz	sekreter-miz	Stem-p1p	16
sektørmyze	sektörümüze	sektør-myz-e	Stem-p1p-dat	16
sele	sele	sel-e	Stem-dat	16
semptomlɑrɯɯn	semptomlarının	semptom-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	16
senɑrjolɑrɯn	senaryoların	senɑrjo-lɑr-ɯn	Stem-pl-gen	16
senelerden	senelerden	sene-ler-den	Stem-pl-abl	16
sensørleri	sensörleri	sensør-ler-i	Stem-pl-p3s	16
sepete	sepete	sepet-e	Stem-dat	16
sergilemei	sergilemesi	sergi-le-me-i	Stem-la-vn:inf-p3s	16
serinlik	serinlik	serin-lik	Stem-lik	16
serie	seriye	seri-e	Stem-dat	16
serme	serme	ser-me	Stem-vn:inf	16
sertʧe	sertçe	sert-ʧe	Stem-ca	16
sertlikte	sertlikte	sert-lik-te	Stem-lik-loc	16
sesten	sesten	ses-ten	Stem-abl	16
setiin	setinin	set-i-in	Stem-p3s-gen	16
sevɑp	sevap	sevɑp	Stem	16
sevgisiz	sevgisiz	sevgi-siz	Stem-siz	16
sejirʤileri	seyircileri	sejirʤi-leri	Stem-p3p	16
sejretmei	seyretmesi	sejret-me-i	Stem-vn:inf-p3s	16
siʤilde	sicilde	siʤil-de	Stem-loc	16
silɑhm	silahım	silɑh-m	Stem-p1s	16
silindiri	silindiri	silindir-i	Stem-p3s	16
sinysyn	sinüsün	sinys-yn	Stem-gen	16
sipɑriʃe	siparişe	sipɑriʃ-e	Stem-dat	16
sivilin	sivilin	sivil-in	Stem-gen	16
sofrɑlɯk	sofralık	sofrɑ-lɯk	Stem-lik	16
sonrɑɯɯn	sonrasının	sonrɑ-ɯ-ɯn	Stem-p3s-gen	16
sorgulɑnɑn	sorgulanan	sorgu-lɑn-ɑn	Stem-lan-part:pres	16
sorumu	sorumu	sorum-u	Stem-acc	16
stydjoɑ	stüdyoya	stydjo-ɑ	Stem-dat	16
stɑʒjerlere	stajyerlere	stɑʒjer-ler-e	Stem-pl-dat	16
stɑndɑrdlɑr	standardlar	stɑndɑrd-lɑr	Stem-pl	16
stɑndɑrtlɑʃmɑ	standartlaşma	stɑndɑrt-lɑʃ-mɑ	Stem-las-vn:inf	16
stɑtykou	statükoyu	stɑtyko-u	Stem-acc	16
stɑtyyn	statünün	stɑty-yn	Stem-gen	16
stoklɑrdɑ	stoklarda	stok-lɑr-dɑ	Stem-pl-loc	16
stoktɑn	stoktan	stok-tɑn	Stem-abl	16
stor	stor	stor	Stem	16
strɑteʒimiz	stratejimiz	strɑteʒi-miz	Stem-p1p	16
strɑteʒie	stratejiye	strɑteʒi-e	Stem-dat	16
sulɑmɑnɯn	sulamanın	su-lɑ-mɑ-n-ɯn	Stem-la-vn:inf-p2s-gen	16
sunuɑ	sunuya	sunu-ɑ	Stem-dat	16
susuzluktɑn	susuzluktan	su-suz-luk-tɑn	Stem-siz-lik-abl	16
tɯkɑɑrɑk	tıkayarak	tɯkɑ-ɑrɑk	Stem-cv:erek	16
tɯrnɑklɯ	tırnaklı	tɯrnɑk-lɯ	Stem-li	16
tømbeki	tömbeki	tømbeki	Stem	16
tyketme	tüketme	tyket-me	Stem-vn:inf	16
typly	tüplü	typ-ly	Stem-li	16
typlerde	tüplerde	typ-ler-de	Stem-pl-loc	16
tyzykleri	tüzükleri	tyzyk-ler-i	Stem-pl-p3s	16
tɑʃɯnmɑɑ	taşınmaya	tɑʃɯn-mɑ-ɑ	Stem-vn:inf-dat	16
tɑɑhhytlerde	taahhütlerde	tɑɑhhyt-ler-de	Stem-pl-loc	16
tɑɑhhytnɑmei	taahhütnamesi	tɑɑhhytnɑme-i	Stem-p3s	16
tɑbelɑlɑr	tabelalar	tɑbelɑ-lɑr	Stem-pl	16
tɑbiɑttɑki	tabiattaki	tɑbiɑt-tɑ-ki	Stem-loc-ki	16
tɑbutun	tabutun	tɑbut-un	Stem-gen	16
tɑhminde	tahminde	tɑhmin-de	Stem-loc	16
tɑkɯmlɑrmɯz	takımlarımız	tɑkɯm-lɑr-mɯz	Stem-pl-p1p	16
tɑkɯmlɑrɑ	takımlara	tɑkɯm-lɑr-ɑ	Stem-pl-dat	16
tɑkibɑtɑ	takibata	tɑkibɑt-ɑ	Stem-dat	16
tɑkside	takside	tɑksi-de	Stem-loc	16
tɑksimi	taksimi	tɑksim-i	Stem-p3s	16
tɑksirli	taksirli	tɑksir-li	Stem-li	16
tɑleplermiz	taleplerimiz	tɑlep-ler-miz	Stem-pl-p1p	16
tɑmɑmlɑmɑmɯʃ	tamamlamamış	tɑmɑm-lɑ-mɑ-mɯʃ	Stem-la-neg-evid	16
tɑmɑmlɑnmɑmɑɯ	tamamlanmaması	tɑmɑmlɑn-mɑ-mɑ-ɯ	Stem-neg-vn:inf-p3s	16
tɑmlɑmɑɯ	tamlaması	tɑmlɑmɑ-ɯ	Stem-p3s	16
tɑnɯʃɑn	tanışan	tɑnɯʃ-ɑn	Stem-part:pres	16
tɑnɯdɯklɑrɯ	tanıdıkları	tɑnɯ-dɯk-lɑrɯ	Stem-part:past-p3p	16
tɑnɯmlɑmɑdɑ	tanımlamada	tɑnɯm-lɑ-mɑ-dɑ	Stem-la-vn:inf-loc	16
tɑnɯmlɑmɑɯ	tanımlamayı	tɑnɯm-lɑ-mɑ-ɯ	Stem-la-vn:inf-acc	16
tɑnɯtɯmdɑ	tanıtımda	tɑnɯtɯm-dɑ	Stem-loc	16
tɑptɑze	taptaze	tɑptɑze	Stem	16
tɑrɑɑn	tarayan	tɑrɑ-ɑn	Stem-part:pres	16
tɑrihʧilere	tarihçilere	tɑrihʧi-ler-e	Stem-pl-dat	16
tɑrlɑɯn	tarlanın	tɑrlɑ-ɯn	Stem-gen	16
tɑrtɑn	tartan	tɑrt-ɑn	Stem-part:pres	16
tɑtilnizi	tatilinizi	tɑtil-niz-i	Stem-p2p-acc	16
tɑj	tay	tɑj	Stem	16
teʃkilɑtmɯzɑ	teşkilatımıza	teʃkilɑt-mɯz-ɑ	Stem-p1p-dat	16
teʃrif	teşrif	teʃrif	Stem	16
teʤrybemiz	tecrübemiz	teʤrybe-miz	Stem-p1p	16
teʤrybei	tecrübeyi	teʤrybe-i	Stem-acc	16
tedɑvyldeki	tedavüldeki	tedɑvyl-de-ki	Stem-loc-ki	16
tedɑvilere	tedavilere	tedɑvi-ler-e	Stem-pl-dat	16
teklik	teklik	tek-lik	Stem-lik	16
teleskoplɑr	teleskoplar	teleskop-lɑr	Stem-pl	16
temɑɯɯn	temasının	temɑ-ɯ-ɯn	Stem-p3s-gen	16
temɑslɑrɯn	temasların	temɑs-lɑr-ɯn	Stem-pl-gen	16
tepeʤik	tepecik	tepeʤik	Stem	16
tepelere	tepelere	tepe-ler-e	Stem-pl-dat	16
terørize	terörize	terørize	Stem	16
terʤymeler	tercümeler	terʤyme-ler	Stem-pl	16
terʤihin	tercihin	terʤih-in	Stem-gen	16
terminɑle	terminale	terminɑl-e	Stem-dat	16
terminɑlin	terminalin	terminɑl-in	Stem-gen	16
tertiplere	tertiplere	tertip-ler-e	Stem-pl-dat	16
teshin	teshin	teshin	Stem	16
tesismizin	tesisimizin	tesis-miz-in	Stem-p1p-gen	16
tesislerdeki	tesislerdeki	tesis-ler-de-ki	Stem-pl-loc-ki	16
teslimijetʧi	teslimiyetçi	teslimijet-ʧi	Stem-ci	16
tespitlere	tespitlere	tespit-ler-e	Stem-pl-dat	16
testisin	testisin	testis-in	Stem-gen	16
testosteron	testosteron	testosteron	Stem	16
tetɑnos	tetanos	tetɑnos	Stem	16
tetkiklerin	tetkiklerin	tetkik-ler-in	Stem-pl-gen	16
tezgɑhlɑrɯɯn	tezgahlarının	tezgɑh-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	16
tiʤɑrethɑneleri	ticarethaneleri	tiʤɑrethɑne-ler-i	Stem-pl-p3s	16
tokɑ	toka	tokɑ	Stem	16
toksinlerin	toksinlerin	toksin-ler-in	Stem-pl-gen	16
torbɑlɑr	torbalar	torbɑ-lɑr	Stem-pl	16
trɑnsformɑsjonu	transformasyonu	trɑnsformɑsjon-u	Stem-p3s	16
trɑnsformɑtørler	transformatörler	trɑnsformɑtør-ler	Stem-pl	16
trompet	trompet	trompet	Stem	16
tuʃlu	tuşlu	tuʃ-lu	Stem-li	16
turne	turne	turne	Stem	16
turunʧgiller	turunçgiller	turunʧgiller	Stem	16
tutkulu	tutkulu	tutku-lu	Stem-li	16
tutuk	tutuk	tutuk	Stem	16
tutunmɑ	tutunma	tutun-mɑ	Stem-vn:inf	16
uʧɑklɑrɯɯn	uçaklarının	uʧɑk-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	16
uɰrɑʃlɑrɯ	uğraşları	uɰrɑʃ-lɑr-ɯ	Stem-pl-p3s	16
ud	ud	ud	Stem	16
ulɑʃɯmɯɯn	ulaşımının	ulɑʃɯm-ɯ-ɯn	Stem-p3s-gen	16
ulusmuz	ulusumuz	ulus-muz	Stem-p1p	16
ummɑn	umman	ummɑn	Stem	16
unutɑrɑk	unutarak	unut-ɑrɑk	Stem-cv:erek	16
unutmɑmɑnɯz	unutmamanız	unut-mɑ-mɑ-nɯz	Stem-neg-vn:inf-p2p	16
usulleriin	usullerinin	usul-ler-i-in	Stem-pl-p3s-gen	16
ujdurmɑɑ	uydurmaya	ujdurmɑ-ɑ	Stem-dat	16
uzɑklɑʃɯp	uzaklaşıp	uzɑk-lɑʃ-ɯp	Stem-las-cv:ip	16
uzɑklɑʃmɑ	uzaklaşma	uzɑk-lɑʃ-mɑ	Stem-las-vn:inf	16
uzɑklɑr	uzaklar	uzɑk-lɑr	Stem-pl	16
uzɑtmɑdɑn	uzatmadan	uzɑtmɑ-dɑn	Stem-abl	16
vyʤutlɑrɯɯn	vücutlarının	vyʤut-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	16
vɑɑz	vaaz	vɑɑz	Stem	16
vɑdelerde	vadelerde	vɑde-ler-de	Stem-pl-loc	16
vɑgonu	vagonu	vɑgon-u	Stem-p3s	16
vɑkɑɑ	vakaya	vɑkɑ-ɑ	Stem-dat	16
vɑkur	vakur	vɑkur	Stem	16
vɑlilerin	valilerin	vɑli-ler-in	Stem-pl-gen	16
vɑlii	valiyi	vɑli-i	Stem-acc	16
vɑnɑɯ	vanayı	vɑnɑ-ɯ	Stem-acc	16
vɑrsɑjɑrɑk	varsayarak	vɑrsɑj-ɑrɑk	Stem-cv:erek	16
vɑsɯfsɯz	vasıfsız	vɑsɯf-sɯz	Stem-siz	16
vɑtɑndɑʃmɯzɑ	vatandaşımıza	vɑtɑndɑʃ-mɯz-ɑ	Stem-p1p-dat	16
vɑtɑnseverlik	vatanseverlik	vɑtɑnsever-lik	Stem-lik	16
vɑzgeʧerek	vazgeçerek	vɑzgeʧ-erek	Stem-cv:erek	16
vɑzifen	vazifen	vɑzife-n	Stem-p2s	16
vermemee	vermemeye	ver-me-me-e	Stem-neg-vn:inf-dat	16
vermeerek	vermeyerek	ver-me-erek	Stem-neg-cv:erek	16
vermeinʤe	vermeyince	ver-me-inʤe	Stem-neg-cv:ince	16
versijonlɑr	versiyonlar	versijon-lɑr	Stem-pl	16
vesikɑɯ	vesikası	vesikɑ-ɯ	Stem-p3s	16
viʤdɑnlɑrɯ	vicdanları	viʤdɑn-lɑr-ɯ	Stem-pl-acc	16
vilɑjetlere	vilayetlere	vilɑjet-ler-e	Stem-pl-dat	16
jɯrtɯklɑr	yırtıklar	jɯrtɯk-lɑr	Stem-pl	16
jønetimlerden	yönetimlerden	jønetim-ler-den	Stem-pl-abl	16
jønlerin	yönlerin	jøn-ler-in	Stem-pl-gen	16
jøryngede	yörüngede	jørynge-de	Stem-loc	16
jøryngee	yörüngeye	jørynge-e	Stem-dat	16
jyksekokulmuzun	yüksekokulumuzun	jyksekokul-muz-un	Stem-p1p-gen	16
jyznyze	yüzünüze	jyz-nyz-e	Stem-p2p-dat	16
jyzysty	yüzüstü	jyzysty	Stem	16
jɑʃɑdɯklɑrmɯ	yaşadıklarımı	jɑʃɑ-dɯk-lɑr-m-ɯ	Stem-vn:past-pl-p1s-acc	16
jɑʃɑmmɯzdɑki	yaşamımızdaki	jɑʃɑm-mɯz-dɑ-ki	Stem-p1p-loc-ki	16
jɑʃɑmnɯzɑ	yaşamınıza	jɑʃɑm-nɯz-ɑ	Stem-p2p-dat	16
jɑʃɑntɯɑ	yaşantıya	jɑʃɑntɯ-ɑ	Stem-dat	16
jɑhudilere	yahudilere	jɑhudi-ler-e	Stem-pl-dat	16
jɑkɯnlɑrnɯzɑ	yakınlarınıza	jɑkɯn-lɑr-nɯz-ɑ	Stem-pl-p2p-dat	16
jɑkɑlɑmɑɯ	yakalaması	jɑkɑlɑ-mɑ-ɯ	Stem-vn:inf-p3s	16
jɑklɑʃɯnʤɑ	yaklaşınca	jɑklɑʃ-ɯnʤɑ	Stem-cv:ince	16
jɑlɑnɑ	yalana	jɑlɑn-ɑ	Stem-dat	16
jɑmɑʧlɑrdɑn	yamaçlardan	jɑmɑʧ-lɑr-dɑn	Stem-pl-abl	16
jɑnɑklɑrɯ	yanakları	jɑnɑk-lɑr-ɯ	Stem-pl-p3s	16
jɑnlɯʃlɑrɑ	yanlışlara	jɑnlɯʃ-lɑr-ɑ	Stem-pl-dat	16
jɑpɯlɑʃmɑɯ	yapılaşmayı	jɑpɯlɑʃmɑ-ɯ	Stem-acc	16
jɑpɯlɑnɑn	yapılanan	jɑpɯ-lɑn-ɑn	Stem-lan-part:pres	16
jɑpɑjɑlnɯz	yapayalnız	jɑpɑjɑlnɯz	Stem	16
jɑpmɑɑlɯm	yapmayalım	jɑp-mɑ-ɑ-lɯ-m	Stem-neg-cv:ye-li-p1s	16
jɑprɑktɑ	yaprakta	jɑprɑk-tɑ	Stem-loc	16
jɑrɯʃlɑrɯn	yarışların	jɑrɯʃ-lɑr-ɯn	Stem-pl-gen	16
jɑrɯʃmɑ	yarışmak	jɑrɯʃ-mɑ	Stem-vn:inf	16
jɑrɯjɯldɑki	yarıyıldaki	jɑrɯjɯl-dɑ-ki	Stem-loc-ki	16
jɑrɯjɯllɑrdɑ	yarıyıllarda	jɑrɯjɯl-lɑr-dɑ	Stem-pl-loc	16
jɑrɑdɯklɑrɯ	yaradıkları	jɑrɑ-dɯk-lɑrɯ	Stem-part:past-p3p	16
jɑrɑlɯlɑrɯn	yaralıların	jɑrɑ-lɯ-lɑr-ɯn	Stem-li-pl-gen	16
jɑrɑlɑnmɑlɑrdɑ	yaralanmalarda	jɑrɑ-lɑn-mɑ-lɑr-dɑ	Stem-lan-vn:inf-pl-loc	16
jɑrɑrlɑndɯklɑrɯ	yararlandıkları	jɑrɑr-lɑn-dɯk-lɑrɯ	Stem-lan-part:past-p3p	16
jɑrɑrlɑnmɑdɑ	yararlanmada	jɑrɑr-lɑn-mɑ-dɑ	Stem-lan-vn:inf-loc	16
jɑrɑsɑ	yarasa	jɑrɑsɑ	Stem	16
jɑrgɯlɑnmɑ	yargılanmak	jɑrgɯ-lɑn-mɑ	Stem-lan-vn:inf	16
jɑsɑdɑki	yasadaki	jɑsɑ-dɑ-ki	Stem-loc-ki	16
jɑtɑklɑrdɑn	yataklardan	jɑtɑk-lɑr-dɑn	Stem-pl-abl	16
jɑjɯmlɑmɑ	yayımlama	jɑjɯmlɑ-mɑ	Stem-vn:inf	16
jɑzɯʤɯlɑrdɑn	yazıcılardan	jɑzɯʤɯ-lɑr-dɑn	Stem-pl-abl	16
jɑzɯnɯzdɑ	yazınızda	jɑzɯ-nɯz-dɑ	Stem-p2p-loc	16
jedii	yedisi	jedi-i	Stem-p3s	16
jermizde	yerimizde	jer-miz-de	Stem-p1p-loc	16
jerkyre	yerküre	jerkyre	Stem	16
jerkɑbuɰu	yerkabuğu	jerkɑbuɰu	Stem	16
jerleʃke	yerleşke	jerleʃke	Stem	16
joɰunluktɑki	yoğunluktaki	joɰun-luk-tɑ-ki	Stem-lik-loc-ki	16
joksullɑrɑ	yoksullara	joksul-lɑr-ɑ	Stem-pl-dat	16
jorumlɑmɑɑ	yorumlamaya	jorum-lɑ-mɑ-ɑ	Stem-la-neg-cv:ye	16
jorumlɑnɑn	yorumlanan	jorum-lɑn-ɑn	Stem-lan-part:pres	16
jumuʃɑklɯk	yumuşaklık	jumuʃɑk-lɯk	Stem-lik	16
zɑɑflɑrɯ	zaafları	zɑɑf-lɑr-ɯ	Stem-pl-acc	16
zɑbiti	zabiti	zɑbit-i	Stem-p3s	16
zɑrlɑr	zarlar	zɑr-lɑr	Stem-pl	16
zehirler	zehirler	zehir-ler	Stem-pl	16
zelzele	zelzele	zelzele	Stem	16
zer	zer	zer	Stem	16
zerre	zerre	zerre	Stem	16
zirveiin	zirvesinin	zirve-i-in	Stem-p3s-gen	16
zijɑretʧilermiz	ziyaretçilerimiz	zijɑret-ʧi-ler-miz	Stem-ci-pl-p1p	16
zijɑretlerin	ziyaretlerin	zijɑret-ler-in	Stem-pl-gen	16
ʧɯkɯntɯlɑrɯ	çıkıntıları	ʧɯkɯntɯ-lɑr-ɯ	Stem-pl-p3s	15
ʧɯkmɑtɑn	çıkmaktan	ʧɯk-mɑ-tɑn	Stem-vn:inf-abl	15
ʧɯtɑ	çıta	ʧɯtɑ	Stem	15
ʧøzymlemee	çözümlemeye	ʧøzym-le-me-e	Stem-la-neg-cv:ye	15
ʧøzymlerde	çözümlerde	ʧøzym-ler-de	Stem-pl-loc	15
ʧɑɰlɑrɯ	çağları	ʧɑɰ-lɑr-ɯ	Stem-pl-p3s	15
ʧɑɰrɯlɑrɑ	çağrılara	ʧɑɰrɯ-lɑr-ɑ	Stem-pl-dat	15
ʧɑbɑlɑrmɯzɯ	çabalarımızı	ʧɑbɑ-lɑr-mɯz-ɯ	Stem-pl-p1p-acc	15
ʧɑbɑlɑrmɯzɯn	çabalarımızın	ʧɑbɑ-lɑr-mɯz-ɯn	Stem-pl-p1p-gen	15
ʧɑlɯʃmɑnɯzɑ	çalışmanıza	ʧɑlɯʃmɑ-nɯz-ɑ	Stem-p2p-dat	15
ʧɑmɑʃɯrlɑr	çamaşırlar	ʧɑmɑʃɯr-lɑr	Stem-pl	15
ʧɑmurlɑrn	çamurların	ʧɑmur-lɑr-n	Stem-pl-p2s	15
ʧɑtɑllɯ	çatallı	ʧɑtɑl-lɯ	Stem-li	15
ʧehre	çehre	ʧehre	Stem	15
ʧekirdeklerin	çekirdeklerin	ʧekirdek-ler-in	Stem-pl-gen	15
ʧekirdekten	çekirdekten	ʧekirdek-ten	Stem-abl	15
ʧeliʃkilerin	çelişkilerin	ʧeliʃki-ler-in	Stem-pl-gen	15
ʧenei	çenesi	ʧene-i	Stem-p3s	15
ʧentik	çentik	ʧentik	Stem	15
ʧerʧevedeki	çerçevedeki	ʧerʧeve-de-ki	Stem-loc-ki	15
ʧetelere	çetelere	ʧete-ler-e	Stem-pl-dat	15
ʧevirmei	çevirmeyi	ʧevir-me-i	Stem-vn:inf-acc	15
ʧiʧekleriin	çiçeklerinin	ʧiʧek-ler-i-in	Stem-pl-p3s-gen	15
ʧiviler	çiviler	ʧivi-ler	Stem-pl	15
ʧizip	çizip	ʧiz-ip	Stem-cv:ip	15
ʧoɰɑlɑrɑk	çoğalarak	ʧoɰɑl-ɑrɑk	Stem-cv:erek	15
ʧoʤuksuz	çocuksuz	ʧoʤuk-suz	Stem-siz	15
ʧorɑplɑrɯ	çorapları	ʧorɑp-lɑr-ɯ	Stem-pl-p3s	15
ʧukurun	çukurun	ʧukur-un	Stem-gen	15
ɯrklɑrɯ	ırkları	ɯrk-lɑr-ɯ	Stem-pl-p3s	15
ɯrktɑn	ırktan	ɯrk-tɑn	Stem-abl	15
ɯsɯlɑrɯ	ısıları	ɯsɯ-lɑr-ɯ	Stem-pl-p3s	15
ɯsɯnɑn	ısınan	ɯsɯn-ɑn	Stem-part:pres	15
ɯslɯk	ıslık	ɯslɯk	Stem	15
ɯslɑmɑ	ıslama	ɯslɑ-mɑ	Stem-vn:inf	15
øɰelerden	öğelerden	øɰe-ler-den	Stem-pl-abl	15
øɰrenʤilikten	öğrencilikten	øɰrenʤi-lik-ten	Stem-lik-abl	15
øɰrettikleri	öğrettikleri	øɰret-tik-leri	Stem-part:past-p3p	15
ødylleriin	ödüllerinin	ødyl-ler-i-in	Stem-pl-p3s-gen	15
øfkee	öfkeye	øfke-e	Stem-dat	15
øgelerin	ögelerin	øge-ler-in	Stem-pl-gen	15
øksyrme	öksürme	øksyr-me	Stem-vn:inf	15
ølʧydeki	ölçüdeki	ølʧy-de-ki	Stem-loc-ki	15
ølʧymde	ölçümde	ølʧym-de	Stem-loc	15
ølʧytleriin	ölçütlerinin	ølʧyt-ler-i-in	Stem-pl-p3s-gen	15
ønergede	önergede	ønerge-de	Stem-loc	15
ørgytlerden	örgütlerden	ørgyt-ler-den	Stem-pl-abl	15
ørnekteki	örnekteki	ørnek-te-ki	Stem-loc-ki	15
ørterek	örterek	ørt-erek	Stem-cv:erek	15
ørtmee	örtmeye	ørt-me-e	Stem-vn:inf-dat	15
øzyn	özün	øz-yn	Stem-gen	15
øzeleʃtiri	özeleştiri	øzeleʃtiri	Stem	15
øzetlenerek	özetlenerek	øzet-len-erek	Stem-lan-cv:erek	15
ʃɑblonlɑr	şablonlar	ʃɑblon-lɑr	Stem-pl	15
ʃɑhbɑz	şahbaz	ʃɑhbɑz	Stem	15
ʃɑmpijonɑ	şampiyona	ʃɑmpijonɑ	Stem	15
ʃɑmpijonɑdɑ	şampiyonada	ʃɑmpijonɑ-dɑ	Stem-loc	15
ʃɑnslɑrɯɯn	şanslarının	ʃɑns-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	15
ʃefkɑte	şefkate	ʃefkɑt-e	Stem-dat	15
ʃeflik	şeflik	ʃef-lik	Stem-lik	15
ʃehirlermiz	şehirlerimiz	ʃehir-ler-miz	Stem-pl-p1p	15
ʃerɑit	şerait	ʃerɑit	Stem	15
ʃerifi	şerifi	ʃerif-i	Stem-p3s	15
ʃilte	şilte	ʃilte	Stem	15
ʃoførler	şoförler	ʃofør-ler	Stem-pl	15
ʃubemizde	şubemizde	ʃube-miz-de	Stem-p1p-loc	15
yʧten	üçten	yʧ-ten	Stem-abl	15
ylsere	ülsere	ylser-e	Stem-dat	15
ynlenen	ünlenen	yn-len-en	Stem-lan-part:pres	15
yrynmyzyn	ürünümüzün	yryn-myz-yn	Stem-p1p-gen	15
ystlenmee	üstlenmeye	ystlen-me-e	Stem-vn:inf-dat	15
yjeliklern	üyeliklerin	yje-lik-ler-n	Stem-lik-pl-p2s	15
ɑʧɯklɑmɑtɑ	açıklamakta	ɑʧɯklɑ-mɑ-tɑ	Stem-vn:inf-loc	15
ɑʧɯlɯʃɯɯn	açılışının	ɑʧɯlɯʃ-ɯ-ɯn	Stem-p3s-gen	15
ɑʧɯɑ	açıya	ɑʧɯ-ɑ	Stem-dat	15
ɑʧmɑtɑn	açmaktan	ɑʧ-mɑ-tɑn	Stem-vn:inf-abl	15
ɑɰɑʧlɯ	ağaçlı	ɑɰɑʧ-lɯ	Stem-li	15
ɑɰɑbejiin	ağabeyinin	ɑɰɑbej-i-in	Stem-p3s-gen	15
ɑʤɯsɯz	acısız	ɑʤɯ-sɯz	Stem-siz	15
ɑʤem	acem	ɑʤem	Stem	15
ɑdɯmlɑrdɑn	adımlardan	ɑdɯm-lɑr-dɑn	Stem-pl-abl	15
ɑdɑlɯ	adalı	ɑdɑ-lɯ	Stem-li	15
ɑdɑmm	adamım	ɑdɑm-m	Stem-p1s	15
ɑdɑɑn	adayan	ɑdɑ-ɑn	Stem-part:pres	15
ɑdetin	adetin	ɑdet-in	Stem-gen	15
